,name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,years_in_the_nba,prior_to_wnba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick,season_salary,birthdate,hometown,prior_to_nba
386,Scottie Barnes,United States,,All-Time Toronto Raptors,4,SF,PF,2-Way 3-Level Shot Creator,"6'8""",203,225,101,"7'3""",221,4,,86,86,83,88,79,73,95,95,84,82,82,74,92,88,90,80,76,86,80,80,60,62,62,84,95,77,77,79,77,80,72,75,80,80,49,76,80,78,85,66,60,71,90,90,2934,,,,,,,bronze,,bronze,,silver,,,,,,,,,,,silver,,,bronze,,,bronze,bronze,,bronze,bronze,,,bronze,,,,,bronze,,,,Florida State
387,Scottie Pippen,United States,,All-Time Chicago Bulls,33,SF,SG,All-Around Star,"6'8""",203,210,95,"7'0""",213,,,97,88,90,88,79,80,98,90,88,83,97,70,86,95,95,87,82,90,70,95,70,80,72,84,98,84,80,86,80,90,85,90,84,97,96,65,97,95,95,89,88,89,50,97,3171,,,,,bronze,gold,gold,,gold,,gold,,,,,,bronze,,,bronze,,bronze,gold,,bronze,hof,hof,gold,legendary,gold,hof,hof,,hof,,,,,bronze,gold,,,,University of Central Arkansas
388,Sean Elliott,United States,,All-Time San Antonio Spurs,32,SF,SG,2-Way 3-Level Scoring Threat,"6'8""",203,205,92,"6'11""",211,,,87,90,89,84,94,86,98,90,76,74,83,64,70,92,72,78,72,85,65,75,60,70,65,80,79,67,67,70,65,67,64,69,68,83,60,50,83,68,70,44,34,53,68,87,2710,silver,gold,,gold,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,gold,,,,,Arizona
389,Shai Gilgeous-Alexander,Canada,,All-Time Oklahoma City Thunder,2,PG,SG,2-Way 3-Level Playmaker,"6'6""",198,195,88,"7'0""",213,7,,93,92,95,90,78,92,98,98,85,86,86,60,85,97,98,80,74,88,40,75,66,73,72,80,98,89,97,94,85,88,80,81,68,83,88,66,84,95,85,58,48,68,98,97,3059,gold,,,gold,gold,,gold,,gold,,gold,,,,,,silver,gold,gold,silver,silver,silver,gold,gold,gold,silver,gold,,bronze,gold,silver,bronze,,gold,,,,,silver,silver,,,,Kentucky
390,Shane Battier,United States,,All-Time Memphis Grizzlies,31,SF,SG,2-Way 3-Level Shot Creator,"6'8""",203,220,99,"6'11""",211,,,85,84,86,82,85,74,95,80,80,74,89,74,74,97,75,77,59,82,35,80,42,53,52,40,90,67,65,76,64,72,60,82,70,89,84,57,89,92,90,57,57,56,70,85,2712,,,,gold,,,,,,,silver,,,,,,,,gold,,,,,,,,gold,gold,gold,,,gold,,gold,,,,,,,,,,Duke
391,Shaquille O’Neal,United States,,All-Time Los Angeles Lakers,34,C,PF,Paint Beast,"7'1""",216,325,146,"7'7""",231,,,98,70,98,37,26,62,99,98,89,78,56,99,95,98,98,98,92,98,99,98,98,50,98,98,98,59,64,69,40,70,51,89,98,56,80,98,98,98,98,98,98,98,80,98,3073,,,,,,hof,,,,silver,gold,gold,legendary,gold,gold,legendary,,,,,,,,,,gold,,gold,,,,,hof,,gold,hof,gold,legendary,,gold,,,,LSU
392,Shaquille O’Neal,United States,,All-Time Miami Heat,32,C,,Paint Beast,"7'1""",216,325,146,"7'7""",231,,,89,65,89,35,26,46,98,95,68,34,42,99,75,78,67,80,82,58,95,75,92,50,90,95,98,53,66,58,25,70,47,80,95,42,55,88,93,92,95,89,88,90,98,89,2708,,,,,,hof,,,,,gold,gold,silver,gold,,gold,,,,,,,,,,gold,,gold,,,,,gold,,gold,gold,,legendary,,,,,,LSU
393,Shaquille O’Neal,United States,,All-Time Orlando Magic,32,C,PF,Paint Beast,"7'1""",216,325,146,"7'7""",231,,,93,70,94,50,26,53,99,98,80,79,56,99,95,78,67,83,83,58,99,75,95,50,92,95,98,57,55,58,69,52,51,83,95,56,60,82,96,92,97,83,86,80,95,93,2856,,,,,,hof,,,,silver,gold,gold,legendary,gold,,legendary,,,,,,,,,,gold,,gold,,,,,hof,,gold,hof,,legendary,,gold,,,,LSU
394,Shareef Abdur-Rahim,United States,,All-Time Memphis Grizzlies,3,PF,SF,2-Way 3-Level Scorer,"6'9""",206,225,101,"7'1""",216,,,86,89,88,87,84,84,95,95,76,65,46,79,66,95,89,89,84,79,70,73,85,88,90,90,95,65,68,70,54,74,60,73,80,46,67,77,77,81,80,86,84,88,45,86,2869,,,,gold,,,,,,,gold,gold,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,California
395,Shawn Bradley,Germany,,All-Time Dallas Mavericks,44,C,,Paint Beast,"7'6""",229,235,106,"7'5""",226,,,82,71,85,52,25,82,98,85,52,25,26,65,31,89,50,81,73,47,95,45,82,68,79,78,92,30,30,30,25,34,29,72,88,26,64,94,90,64,80,89,88,89,83,83,2377,,,,,,gold,,,,,,,,,,gold,,,,,,,,,,gold,,,,,,,gold,,,gold,,gold,,gold,,,,BYU
396,Shawn Kemp,United States,,All-Time Oklahoma City Thunder,40,PF,C,2-Way Inside-The-Arc Threat,"6'10""",208,230,104,"7'2""",218,,,90,79,85,79,53,74,98,85,88,80,73,85,95,98,98,85,89,77,97,96,77,85,90,95,98,50,38,62,72,37,43,75,82,53,63,77,85,83,85,87,85,88,50,90,2896,,,,gold,,hof,gold,,gold,,hof,gold,,gold,,,,,gold,,,gold,,,,,,gold,,,,,,,,,,gold,,,,,,Trinity Valley Community College
397,Shawn Marion,United States,,All-Time Phoenix Suns,31,SF,PF,2-Way 3-Level Scoring Threat,"6'7""",201,220,99,"6'10""",208,,,91,89,95,88,79,83,98,90,84,75,84,70,88,95,90,85,84,88,70,85,82,84,80,86,95,62,60,61,66,90,34,75,86,84,77,65,80,65,70,89,88,90,83,91,2980,,,,,,gold,gold,,gold,,gold,,,,,,,,,,,bronze,,,,gold,gold,gold,,gold,gold,,,gold,,gold,gold,,,gold,,,,UNLV
398,Sidney Moncrief,United States,,All-Time Milwaukee Bucks,4,SG,PG,2-Way 3-Level Combo Guard,"6'3""",191,180,81,"6'6""",198,,,94,87,89,87,75,84,98,90,91,89,97,85,88,98,98,82,77,92,40,81,68,78,70,89,98,82,84,82,83,84,79,81,63,98,67,45,95,98,98,68,62,74,75,94,3057,,,,,silver,,gold,,gold,,,,,,,,,,,,,silver,gold,,,gold,gold,silver,hof,,hof,hof,,legendary,,,,,,gold,,,,Arkansas
399,Sidney Wicks,United States,,All-Time Portland Trail Blazers,21,PF,SF,2-Way Inside-The-Arc Threat,"6'8""",203,225,101,"7'0""",213,,,87,78,92,79,32,76,95,95,82,72,68,82,85,90,92,85,82,85,80,80,82,80,82,84,85,65,69,71,68,70,45,78,84,74,89,70,78,77,75,85,84,85,45,87,2872,,,,,,silver,gold,,gold,bronze,gold,gold,bronze,gold,,bronze,,,,,,,,,,silver,,gold,,,,,,,,silver,gold,silver,,gold,,,,
400,Sleepy Floyd,United States,,All-Time Golden State Warriors,21,PG,SG,Offensive Architect,"6'3""",191,170,77,"6'6""",198,,,88,88,86,87,84,86,94,90,81,91,94,45,77,93,85,80,61,92,25,70,35,63,46,82,75,93,95,89,91,97,94,61,36,74,70,29,73,75,70,32,31,32,30,88,2654,,,,,gold,,gold,,gold,,silver,,,,,,gold,,gold,gold,,silver,gold,gold,gold,,gold,,,,,,,gold,,,,,,,,,,Georgetown
401,Spencer Haywood,United States,,All-Time Oklahoma City Thunder,24,PF,,2-Way Inside-The-Arc Menace,"6'8""",203,225,101,"7'2""",218,,,89,87,96,90,72,84,90,90,81,75,57,80,80,98,95,79,89,82,97,85,88,84,85,92,95,52,40,56,43,75,48,72,85,57,45,70,86,78,85,96,96,95,55,89,2897,,,,gold,,gold,,,,,gold,gold,,gold,,,,,gold,,,,,,,,,gold,,,,,,,,gold,gold,gold,,,,,,Detroit Mercy
402,Stephen Curry,United States,,All-Time Golden State Warriors,30,PG,,All-Around Star,"6'3""",191,190,86,"6'4""",193,16,,98,95,90,93,99,91,98,98,84,93,85,48,78,98,98,86,58,97,25,36,35,52,35,84,98,94,96,97,93,97,88,69,30,82,77,37,82,95,80,46,38,53,69,98,2829,hof,legendary,legendary,gold,legendary,,gold,,gold,,,,,,,,gold,gold,silver,bronze,gold,gold,gold,gold,bronze,,silver,,,bronze,,,,,,,,,gold,,,,,Davidson
403,Stephen Jackson,United States,,All-Time Charlotte Hornets,1,SF,,3-Level Scoring Point Forward,"6'8""",203,230,104,"6'10""",208,,,83,84,80,82,78,81,98,85,73,69,77,43,81,90,73,76,67,82,45,70,60,75,66,65,76,77,75,78,68,90,75,64,63,77,65,56,74,51,65,57,48,65,83,83,2668,,,,,,gold,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,Butler County Community College
404,Stephon Marbury,United States,,All-Time Minnesota Timberwolves,3,PG,,3-Level Scoring Playmaker,"6'3""",191,190,86,"6'4""",193,,,87,83,85,84,79,80,91,80,84,94,78,64,92,88,92,78,59,89,25,35,55,55,55,80,77,90,88,88,94,89,90,59,50,76,58,37,75,64,50,42,36,47,95,87,2680,,,gold,gold,,,gold,,gold,,,,,,,,gold,gold,,bronze,hof,gold,gold,gold,bronze,,,,,bronze,,,,,,,,,,,,,,Georgia Tech
405,Steve Francis,United States,,All-Time Houston Rockets,3,PG,SG,2-Way 3-Level Slasher,"6'3""",191,195,88,"6'6""",198,,,88,86,84,82,80,82,95,90,85,88,85,54,96,98,85,88,67,88,30,96,50,54,45,80,94,83,80,89,88,82,74,74,48,78,85,57,80,90,80,57,54,59,75,88,2851,gold,silver,silver,silver,gold,silver,silver,,silver,,silver,,,,bronze,,silver,gold,,bronze,silver,gold,silver,silver,bronze,,,,,,,,,,,,,,,,,,,Maryland
406,Steve Nash,Canada,,All-Time Dallas Mavericks,13,PG,,Offense- Heavy Point,"6'3""",191,195,88,"6'6""",198,,,87,88,85,84,90,90,98,80,74,90,72,40,55,95,85,82,50,92,25,28,28,25,30,71,98,91,95,91,90,95,82,55,25,65,62,30,67,75,60,40,37,42,55,87,2501,gold,,,,gold,,gold,,gold,,,,,,,,gold,,,gold,gold,gold,hof,hof,gold,,,,,,,,,,,,,,,,,,,Santa Clara
407,Steve Nash,Canada,,All-Time Phoenix Suns,13,PG,,All-Around Star,"6'3""",191,195,88,"6'6""",198,,,96,95,94,94,94,91,98,98,82,93,87,50,65,98,98,82,52,97,25,25,28,25,30,88,98,96,98,93,94,99,98,70,25,80,88,30,87,92,90,60,59,61,68,96,2816,gold,,,,gold,,gold,,gold,,,,,,,,gold,,,hof,gold,gold,hof,hof,hof,,,,,,,,,,,,,,,,,,,Santa Clara
408,Steve Smith,United States,,All-Time Atlanta Hawks,8,SG,SF,2-Way Sharpshooter,"6'7""",201,200,90,"6'11""",211,,,87,89,82,88,88,85,98,95,84,82,80,75,79,98,93,84,71,77,60,60,67,51,70,86,98,70,68,78,79,68,59,72,60,82,71,47,80,82,80,54,53,55,90,87,2835,gold,gold,,,silver,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michigan State
409,Steve Smith,United States,,All-Time Miami Heat,3,SG,SF,Sharpshooter,"6'7""",201,200,90,"6'11""",211,,,85,89,82,92,85,85,98,90,76,68,77,70,60,90,80,84,70,77,60,60,67,51,70,85,87,71,68,78,69,92,49,67,60,77,61,47,70,78,75,49,53,44,80,85,2704,gold,silver,,,silver,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michigan State
410,Swen Nater,United States,,All-Time Los Angeles Clippers,31,C,PF,Paint Beast,"6'11""",211,240,108,"7'2""",218,,,84,71,91,79,50,78,50,80,77,52,59,90,84,85,85,82,77,69,85,75,85,85,91,65,60,47,44,50,47,61,33,75,84,37,60,88,84,84,85,93,93,93,70,84,2677,,,,,,gold,,,,silver,gold,silver,gold,silver,,,,,,,,,,,,,,,,,,,silver,,,gold,gold,gold,,gold,,,,
411,Terrell Brandon,United States,,All-Time Cleveland Cavaliers,1,PG,,Offensive Architect,"5'11""",180,180,81,"6'3""",191,,,87,88,80,87,85,90,93,90,86,90,87,58,90,98,85,93,55,91,30,35,44,42,40,70,85,86,84,88,93,88,79,66,44,70,89,50,75,74,60,53,51,54,90,87,2739,,,,gold,gold,,gold,,gold,,,,,,,,,gold,,bronze,silver,gold,gold,gold,bronze,,gold,,,,,,,,,,,,,,,,,Oregon
412,Terrell Brandon,United States,,All-Time Minnesota Timberwolves,7,PG,,Offensive Architect,"5'11""",180,180,81,"6'3""",191,,,86,88,80,87,85,90,93,90,86,90,87,58,90,98,85,93,55,91,30,35,44,42,40,70,85,86,84,88,93,88,79,66,44,70,89,50,75,74,60,53,51,54,70,86,2718,,,,gold,gold,,gold,,gold,,,,,,,,,gold,,bronze,silver,gold,gold,gold,bronze,,gold,,,,,,,,,,,,,,,,,Oregon
413,Terry Cummings,United States,,All-Time Milwaukee Bucks,34,PF,C,Inside The Arc Board Hunter,"6'9""",206,220,99,"7'0""",213,,,87,87,91,84,74,79,96,95,77,61,54,82,87,95,76,87,85,81,82,80,84,88,92,84,85,56,55,68,46,60,52,70,80,54,67,55,77,75,85,78,76,79,50,87,2803,,,,gold,,silver,,,,gold,gold,gold,,gold,,silver,,,silver,,,,,,,,,,,,,,,,,,gold,,,,,,,DePaul
414,Terry Porter,United States,,All-Time Portland Trail Blazers,30,PG,SG,2-Way 3-Level Playmaker,"6'3""",191,195,88,"6'6""",198,,,87,90,88,84,89,89,98,90,81,81,84,55,70,95,91,92,51,87,25,35,25,40,25,82,91,89,92,84,84,94,89,68,40,80,86,32,70,85,80,53,57,48,70,87,2694,,,,,,,gold,,gold,,,,,,,,bronze,,gold,gold,,,gold,gold,gold,,gold,,,,,,,bronze,,,,,silver,,,,,University of Wisconsin-Stevens Point
415,Thurl Bailey,United States,,All-Time Utah Jazz,41,PF,SF,Inside the Arc Shot Creator,"6'11""",211,215,97,"7'0""",213,,,86,82,85,83,56,84,95,90,81,73,60,78,80,98,90,85,80,77,80,80,81,82,82,65,92,70,72,76,58,75,67,69,79,60,63,42,80,78,80,67,64,70,65,86,2811,,,,gold,,gold,gold,,gold,,gold,silver,,silver,,,,,gold,,,,,,,,,gold,,,,,silver,gold,,,,gold,,,,,,NC State
416,Tim Duncan,U.S. Virgin Islands,,All-Time San Antonio Spurs,21,PF,C,2-Way 3-Level Interior Force,"6'11""",211,255,115,"7'3""",221,,,98,88,95,95,75,67,98,98,87,66,75,96,80,98,98,98,87,78,80,65,98,93,98,89,98,61,68,55,60,68,55,89,98,64,74,96,98,92,98,95,94,96,83,98,3135,,,,gold,,gold,silver,,silver,legendary,gold,gold,gold,hof,,gold,,,gold,bronze,,,,,bronze,gold,,,,,,,gold,,hof,gold,gold,gold,,gold,,,,Wake Forest
417,Tim Hardaway,United States,,All-Time Golden State Warriors,10,PG,SG,All-Around Star,"6'0""",183,175,79,"6'3""",191,,,90,90,89,89,84,80,98,98,88,96,92,70,80,98,94,85,54,94,25,25,25,55,33,84,92,92,88,95,96,89,94,74,40,90,94,30,82,94,90,43,40,46,45,90,2789,,,,,silver,,gold,,gold,,,,,,,,gold,,,gold,gold,gold,,,gold,,gold,,,,,,,silver,,,,,,,,,,Texas-El Paso
418,Tim Hardaway,United States,,All-Time Miami Heat,10,PG,SG,All-Around Star,"6'0""",183,175,79,"6'3""",191,,,89,88,85,86,83,80,98,98,88,96,92,70,80,98,94,85,54,94,25,25,25,55,33,84,92,92,88,95,96,89,94,74,40,90,94,30,82,94,90,43,40,46,45,90,2781,,,,,silver,,gold,,gold,,,,,,,,gold,,,gold,gold,gold,,,gold,,gold,,,,,,,silver,,,,,,,,,,Texas-El Paso
419,Tom Chambers,United States,,All-Time Phoenix Suns,24,PF,SF,2-Way 3-Level Interior Force,"6'10""",208,220,99,"7'2""",218,,,89,89,90,88,80,86,95,95,81,68,42,84,92,97,97,90,88,78,95,95,86,85,90,80,98,54,52,72,39,64,45,68,82,42,60,60,79,75,80,89,88,90,50,89,2878,,,,silver,,gold,bronze,,bronze,bronze,gold,bronze,silver,bronze,gold,gold,,bronze,bronze,,,,,,,,,,,,,,,,,bronze,,gold,,,,,,Utah
420,Tom Gugliotta,United States,,All-Time Minnesota Timberwolves,24,PF,SF,2-Way 3-Level Interior Force,"6'10""",208,240,108,"7'0""",213,,,88,87,92,86,76,82,98,85,79,70,54,80,78,95,95,83,85,79,90,85,82,81,78,89,98,62,62,68,65,68,48,73,83,54,74,68,75,74,80,81,80,82,83,88,2908,,,,,,gold,,,,,gold,,gold,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC State
421,Tom Heinsohn,United States,,All-Time Boston Celtics,15,PF,C,2-Way 3-Level Board Hunter,"6'7""",201,218,98,"6'10""",208,,,89,90,94,86,84,84,97,95,79,60,66,88,70,95,94,81,74,75,48,59,88,58,85,80,95,57,54,69,31,75,58,78,92,46,70,65,93,88,95,88,87,88,98,89,2880,,,,,gold,gold,gold,,gold,,gold,silver,,silver,,,,,,,,,,,,gold,,,,,,,gold,gold,gold,,gold,gold,,,,,,Holy Cross
422,Toni Kukoc,Croatia,,All-Time Chicago Bulls,7,SF,PF,Catch & Shoot Ace,"6'10""",208,192,86,"7'2""",218,,,85,85,82,84,84,77,98,85,72,61,70,60,50,90,95,79,70,78,60,57,62,72,69,85,79,69,65,61,55,95,70,72,64,77,62,50,79,84,85,55,57,53,83,86,2703,,silver,,gold,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,Croatia
423,Tony Allen,United States,,All-Time Memphis Grizzlies,9,SG,SF,Defensive Menace,"6'4""",193,213,96,"6'9""",206,,,85,69,74,72,72,70,92,35,83,84,95,75,78,90,85,73,66,83,35,85,42,63,52,75,96,59,58,70,71,59,36,84,60,97,86,53,97,95,97,64,68,60,50,85,2668,,,,,,,bronze,,bronze,,silver,,,,,,,,,,,,,,,gold,gold,gold,hof,gold,gold,hof,,gold,,,,,,,,,,Oklahoma State
424,Tony Parker,France,,All-Time San Antonio Spurs,9,PG,,All-Around Star,"6'2""",188,185,83,"6'6""",198,,,95,93,95,95,89,85,97,95,85,98,89,50,85,95,95,85,60,97,25,30,30,58,58,82,98,92,94,95,98,95,80,73,54,80,85,35,84,92,80,39,30,47,80,95,2855,gold,,,,gold,,legendary,,gold,,,,,,,,gold,gold,,gold,gold,hof,gold,gold,gold,,gold,,,,,,,,,,,,,,,,,France
425,Tracy McGrady,United States,,All-Time Houston Rockets,1,SG,PG,2-Way 3-Level Combo Guard,"6'8""",203,210,95,"7'2""",218,,,92,87,85,87,87,68,98,98,87,85,82,79,95,98,98,73,82,89,75,85,79,84,74,74,98,83,82,84,85,84,82,74,66,82,61,47,84,94,85,60,59,60,53,92,2991,hof,hof,,,hof,gold,gold,,gold,,gold,,,,,,silver,,gold,silver,,silver,,,silver,,,,,,,,,,,,,,gold,,,,,Mount Zion Christian Academy
426,Tracy McGrady,United States,,All-Time Orlando Magic,1,SG,PG,All-Around Star,"6'8""",203,210,95,"7'2""",218,,,95,92,92,95,91,80,98,98,84,91,82,68,98,98,80,73,82,94,75,95,61,84,74,74,98,87,82,90,85,84,95,74,66,82,61,47,84,94,85,48,35,60,54,95,2998,hof,hof,,,hof,gold,gold,,gold,,gold,,,,silver,,silver,,gold,silver,,gold,gold,,silver,,,,,,,,,,,,,,gold,,,,,Mount Zion Christian Academy
427,Tracy McGrady,United States,,All-Time Toronto Raptors,1,SG,PG,3-Level Scoring Threat,"6'8""",203,210,95,"7'2""",218,,,85,82,86,84,79,70,95,75,81,93,65,68,98,90,80,73,80,84,75,97,61,84,74,76,90,74,58,84,84,75,67,69,66,65,64,81,70,75,65,64,65,62,83,85,2846,,,,,,gold,silver,,silver,,silver,,,,hof,,bronze,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,Mount Zion Christian Academy
428,Trae Young,United States,,All-Time Atlanta Hawks,11,PG,,Offense- Heavy Point,"6'1""",185,180,81,"6'3""",191,7,,88,90,92,91,90,85,84,98,76,84,72,50,78,90,75,86,54,87,25,30,28,60,34,84,80,91,92,92,84,96,92,45,31,55,43,30,58,70,30,44,34,54,65,93,2522,gold,silver,gold,bronze,hof,,gold,,gold,,,,,,,,gold,gold,,gold,gold,gold,silver,silver,gold,,,,,,,,,,,,,,silver,,,,,Oklahoma
429,Truck Robinson,United States,,All-Time Utah Jazz,21,PF,,2-Way Inside-The-Arc Threat,"6'7""",201,225,101,"7'0""",213,,,86,81,90,88,60,70,82,95,80,74,42,94,82,95,95,77,82,84,85,75,80,80,88,76,85,52,55,35,55,61,52,68,79,42,62,65,79,74,75,91,88,94,80,86,2779,,,,bronze,,gold,,,,,gold,silver,,silver,,,,,,,,,,,,,,,,,,,,,,gold,,gold,,,,,,Tennessee State
430,Tyler Herro,United States,,All-Time Miami Heat,14,SG,PG,Shot-Creating 3-Level Threat,"6'5""",196,195,88,"6'3""",191,6,,83,90,93,78,85,93,90,98,74,79,70,59,72,85,75,80,62,86,30,60,37,55,48,84,95,78,79,83,74,84,69,53,46,69,38,42,65,60,50,50,31,68,75,88,2573,bronze,bronze,,,silver,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,
431,Tyrese Haliburton,United States,,All-Time Indiana Pacers,0,PG,SG,Offensive Architect,"6'5""",196,185,83,"6'8""",203,5,,88,87,90,90,82,88,80,90,80,83,83,59,70,95,90,80,63,90,40,65,42,49,40,80,95,91,94,92,83,94,94,68,60,77,53,56,78,75,75,45,34,55,50,95,2746,gold,,,gold,silver,,gold,,gold,,silver,,,,,,silver,hof,gold,gold,silver,gold,gold,gold,gold,,,,,,,,,,,,,,,,,,,
432,Tyrese Maxey,United States,,All-Time Philadelphia 76ers,0,SG,PG,Offensive Architect,"6'2""",188,200,90,"6'5""",196,5,,89,90,82,86,85,89,98,98,82,90,90,44,80,98,95,77,67,94,25,70,45,60,47,94,98,86,85,89,90,89,79,61,52,79,41,51,69,68,65,40,32,48,88,89,2759,bronze,,bronze,gold,bronze,,silver,,silver,,silver,,,,,,,,,,,silver,,,silver,,,,,,,,,,,,,,silver,,,,,Kentucky
433,Tyson Chandler,United States,,All-Time Dallas Mavericks,6,C,,Defensive Anchor,"7'1""",216,240,108,"7'3""",221,24,,82,60,82,54,26,73,75,50,73,63,53,80,74,87,75,76,70,69,95,79,65,52,66,79,58,39,40,35,25,64,31,75,88,53,58,75,89,75,85,91,93,89,80,82,2493,,,,,,gold,,,,,gold,,,,,,,,,,,,,,,gold,,gold,,,,,gold,,,,,gold,,,,,,Dominguez HS (CA)
434,Tyson Chandler,United States,,All-Time New Orleans Pelicans,6,C,,Defensive Anchor,"7'1""",216,240,108,"7'3""",221,24,,83,55,71,30,26,59,85,60,73,63,53,80,74,87,75,76,66,69,95,79,65,52,66,47,58,39,40,35,25,64,31,76,90,53,58,85,85,75,85,94,93,95,98,83,2465,,,,,,gold,,,,,silver,,gold,,,gold,,,,,,,,,,gold,,gold,,,,,gold,,,,,gold,,,,,,Dominguez HS (CA)
435,Udonis Haslem,United States,,All-Time Miami Heat,40,PF,C,Inside The Arc Board Hunter,"6'8""",203,230,104,"6'11""",211,22,,84,74,84,88,25,79,88,80,68,54,29,84,57,81,96,76,78,70,80,64,80,88,85,74,85,42,32,40,28,80,31,62,84,29,58,37,85,63,80,88,88,88,83,84,2537,,,,gold,,gold,,,,,gold,,gold,,,gold,,,,,,,,,,,,,,,,,,,,gold,gold,gold,,,,,,Florida
436,Vernon Maxwell,United States,,All-Time Houston Rockets,11,SG,SF,2-Way 3-Level Combo Guard,"6'4""",193,190,86,"6'7""",201,,,83,84,80,82,81,74,90,95,82,81,74,69,78,98,98,76,62,85,25,63,44,73,45,79,80,82,82,84,78,82,85,70,62,83,84,37,68,84,70,56,54,57,98,83,2761,,,,,,,,,,,silver,,,,,,,,,,silver,,,,,,gold,,,,,,,,,,,,,,,,,Florida
437,Victor Oladipo,United States,,All-Time Indiana Pacers,4,SG,PG,2-Way 3-Level Combo Guard,"6'4""",193,210,95,"6'9""",206,12,,88,84,71,87,77,73,98,95,86,81,92,66,88,95,98,83,62,86,35,85,41,53,40,75,84,82,86,79,80,86,79,77,48,91,80,53,89,90,90,52,35,68,68,88,2813,bronze,,,silver,silver,bronze,bronze,,bronze,,silver,,,,silver,,,silver,,,,gold,,,,gold,silver,gold,gold,silver,gold,gold,,gold,,,,,silver,,,,,Indiana
438,Victor Wembanyama,France,,All-Time San Antonio Spurs,1,C,PF,Defensive Anchor,"7'4""",224,210,95,"8'0""",244,2,,86,76,86,71,71,82,70,75,76,66,66,57,69,94,90,88,82,82,90,75,84,84,84,57,98,70,72,70,64,75,70,79,88,66,59,99,80,78,85,81,69,92,85,99,2890,bronze,,,silver,,gold,,bronze,,bronze,,bronze,,bronze,bronze,gold,,bronze,bronze,,,,silver,,,,,gold,,,,,silver,,silver,silver,silver,,,bronze,,,,
439,Vin Baker,United States,,All-Time Milwaukee Bucks,42,PF,,2-Way Inside-The-Arc Threat,"6'10""",208,225,101,"7'3""",221,,,87,82,84,77,70,69,95,95,76,65,46,79,66,95,89,89,86,79,75,73,90,92,90,90,95,69,68,70,54,95,60,73,80,46,67,77,77,81,80,86,88,84,68,88,2886,,,,gold,,gold,,,,,gold,silver,gold,silver,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,University of Hartford
440,Vince Carter,United States,,All-Time Brooklyn Nets,15,SF,SG,2-Way Inside-Out ISO Creator,"6'6""",198,220,99,"6'9""",206,27,,90,86,91,85,84,79,90,85,84,86,80,57,98,98,90,79,79,93,80,95,46,78,67,78,98,81,82,85,85,85,70,73,60,80,63,61,77,88,80,53,51,55,65,90,2914,,bronze,,,gold,hof,gold,,gold,,gold,,,,legendary,,gold,,silver,,,bronze,,,,,silver,,,,,,,gold,,,,,,,,,,UNC
441,Vince Carter,United States,,All-Time Toronto Raptors,15,SF,SG,2-Way Scoring Phenom,"6'6""",198,220,99,"6'9""",206,27,,96,92,91,92,90,83,98,98,87,90,85,65,99,98,95,79,81,93,80,99,46,78,67,88,98,82,82,86,85,85,70,74,60,80,63,66,82,88,80,62,59,65,98,96,3057,gold,silver,,,gold,hof,gold,,gold,,gold,,,,legendary,,gold,,silver,,silver,gold,,,,,silver,gold,,,,,,gold,,,,,gold,gold,,,,UNC
