,name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,season_salary,years_in_the_nba,birthdate,hometown,prior_to_nba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick
381,Ryan Rollins,United States,,Milwaukee Bucks,13,PG,SG,Perimeter Threat,"6'3""",191,180,81,"6'10""",208,,3,"July 3, 2002","Detroit, Michigan",Toledo,77,80,80,74,85,84,80,75,76,86,86,39,80,85,79,80,57,78,25,65,40,42,42,77,85,74,70,78,82,70,72,57,43,60,76,61,59,52,45,47,40,53,80,77,2485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Saddiq Bey,United States,,New Orleans Pelicans,14,SF,PF,Perimeter Defender,"6'7""",201,215,97,"6'11""",211,,5,"April 9, 1999","Charlotte, North Carolina",Villanova,77,76,71,71,74,80,75,85,77,63,79,69,70,87,90,81,61,80,45,60,43,42,52,84,84,61,64,76,57,75,31,62,64,75,40,37,77,72,70,63,66,59,35,80,2463,bronze,,,silver,,,,,,,bronze,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,bronze,bronze
383,Sam Hauser,United States,,Boston Celtics,30,SF,PF,Catch & Shoot Ace,"6'7""",201,217,98,"6'9""",206,,4,"December 8, 1997","Green Bay, Wisconsin",Virginia,78,88,89,95,87,89,80,85,72,61,62,66,62,85,88,80,56,60,40,60,44,45,45,55,95,48,50,43,55,60,31,47,48,55,42,45,52,44,45,49,41,57,70,78,2289,bronze,bronze,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,
384,Sam Merrill,United States,,Cleveland Cavaliers,5,SG,PG,Perimeter Shot Creator,"6'4""",193,205,92,"6'5""",196,,5,"May 15, 1996","Salt Lake City, Utah",Utah State,75,84,70,81,84,97,85,85,66,62,68,52,60,80,60,79,50,64,30,45,30,44,48,55,80,65,74,76,60,79,38,55,42,68,49,47,62,62,55,44,41,47,60,75,2294,silver,bronze,bronze,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Sandro Mamukelashvili,Georgia,United States,Toronto Raptors,54,PF,C,Stretch Five,"6'9""",206,240,108,"7'1""",216,,4,"May 23, 1999","New York, New York",Seton Hall,78,78,84,69,83,73,90,70,73,59,59,73,69,85,85,80,65,69,65,65,62,60,63,54,85,56,62,59,49,69,41,56,65,50,46,63,68,52,45,73,70,75,90,80,2486,,,,silver,,bronze,,,,silver,bronze,,bronze,,,bronze,,,,,,,,,,,,,,,,,,,,bronze,bronze,silver,,
386,Santi Aldama,Spain,,Memphis Grizzlies,7,PF,SF,Inside-Out Scoring Threat,"7'0""",213,215,97,"6'11""",211,,4,"January 10, 2001","Las Palmas, Spain",Loyola,80,81,94,72,81,70,80,90,70,59,60,70,59,80,80,79,72,79,70,65,72,71,72,55,95,64,70,68,54,70,60,59,65,63,42,56,74,59,55,67,57,77,80,81,2584,,,,silver,,,,,,bronze,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,bronze,,
387,Scoot Henderson,United States,,Portland Trail Blazers,00,PG,SG,3-Level Slasher,"6'3""",191,195,88,"6'9""",206,,2,"February 3, 2004","Marietta, Georgia",NBA G League Ignite,80,77,76,77,77,77,70,85,82,90,89,53,90,95,80,80,61,83,35,92,44,44,44,49,95,81,79,86,90,77,74,55,41,66,56,42,65,67,50,44,40,47,85,86,2576,,,,,,,silver,,,,bronze,,,,bronze,,bronze,silver,silver,bronze,bronze,silver,bronze,,silver,,,,,,,,,,,,,,,silver
388,Scottie Barnes,United States,,Toronto Raptors,4,PF,SF,2-Way Inside-the-Arc Creator,"6'7""",201,225,101,"7'3""",221,,4,"August 1, 2001","West Palm Beach, Florida",Florida State,85,78,85,85,67,77,85,70,84,82,82,74,92,88,90,80,76,86,80,80,60,62,62,84,95,77,77,79,77,80,73,77,80,80,66,67,80,78,85,63,51,75,90,90,2894,,,,bronze,,,silver,,bronze,bronze,silver,,,,,,,bronze,bronze,,,,silver,,bronze,,,silver,bronze,,bronze,bronze,bronze,,bronze,,,,,bronze
389,Scotty Pippen Jr.,United States,,Memphis Grizzlies,1,PG,,Playmaking Inside-Out Threat,"6'1""",185,170,77,"6'5""",196,,3,"November 10, 2000","Portland, Oregon",Vanderbilt,79,80,88,57,83,71,90,90,74,82,82,39,79,82,75,80,51,82,25,65,25,36,31,70,72,82,85,86,82,85,73,57,31,62,90,56,54,55,50,51,45,56,95,79,2488,,,,,,,,,,,,,,,,,,bronze,bronze,bronze,,,,,silver,,bronze,,,bronze,,,,bronze,,,,,,
390,Shaedon Sharpe,Canada,,Portland Trail Blazers,17,SG,SF,Inside The Arc Menace,"6'5""",196,200,90,"7'0""",213,,3,"May 30, 2003","London, Canada",Kentucky,81,83,79,89,73,80,80,95,83,89,89,50,96,94,85,80,62,85,40,95,35,37,33,82,88,71,67,83,84,67,54,55,49,69,41,42,65,75,45,49,41,56,75,85,2572,,,,bronze,bronze,,bronze,,bronze,,silver,,,,gold,,,bronze,,,,,bronze,,,,,bronze,,,,,,,,,,,,gold
391,Shai Gilgeous-Alexander,Canada,,Oklahoma City Thunder,2,PG,SG,All-Around Star,"6'6""",198,195,88,"7'0""",213,,7,"July 12, 1998","Toronto, Canada",Kentucky,98,94,97,97,82,90,98,98,85,86,86,62,85,98,98,80,77,97,40,75,66,73,72,98,98,93,97,95,85,98,88,84,69,88,90,70,89,95,85,47,38,56,98,98,3115,gold,,silver,gold,gold,,gold,,gold,,gold,,,,,,silver,gold,gold,silver,silver,silver,gold,gold,gold,silver,gold,,bronze,gold,silver,silver,,gold,,,,,silver,silver
392,Sidy Cissoko,France,,Portland Trail Blazers,91,SF,PF,Ball Hawk,"6'6""",198,200,90,"6'10""",208,,2,"April 2, 2004","Saint-Maurice, France",NBA G League Ignite,70,59,66,67,60,65,60,35,77,74,75,58,80,89,80,80,58,70,50,75,48,47,47,40,85,59,61,68,66,60,38,61,59,66,73,57,68,54,50,54,55,52,65,76,2319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Simone Fontecchio,Italy,,Miami Heat,19,SF,PF,Catch & Shoot Threat,"6'7""",201,209,94,"6'11""",211,,8,"December 9, 1995","Pescara, Italy",Italy,74,78,84,81,76,82,75,70,70,55,66,62,55,80,95,80,58,79,40,65,50,50,50,60,69,52,55,58,52,60,33,52,51,65,40,50,64,47,45,55,47,62,70,76,2299,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,
394,Spencer Dinwiddie,United States,,Charlotte Hornets,26,PG,SG,3-Level Scoring Playmaker,"6'5""",196,215,97,"6'8""",203,,11,"April 6, 1993","Los Angeles, California",Colorado,79,74,86,90,77,81,50,60,77,82,82,45,75,95,85,77,63,83,35,55,49,52,52,80,98,84,88,88,82,90,71,57,42,74,46,42,68,59,70,39,30,48,80,81,2548,bronze,bronze,,,,,,,silver,,,,,,,,bronze,silver,,silver,,,,,silver,,,,,,,,,,,,,,,
395,Spencer Jones,United States,,Denver Nuggets,21,SF,SG,Catch & Shoot Threat,"6'7""",201,225,101,"6'11""",211,,1,"June 14, 2001","Roeland Park, Kansas",Stanford,67,66,63,72,79,72,60,50,67,67,60,50,68,80,65,80,54,66,40,65,40,40,45,49,88,55,54,68,60,57,38,47,40,57,58,30,56,50,40,50,62,38,50,71,2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Stephen Curry,United States,,Golden State Warriors,30,PG,SG,Offensive Architect,"6'2""",188,185,83,"6'4""",193,,16,"March 14, 1988","Akron, Ohio",Davidson,94,92,93,97,99,94,75,95,82,84,84,48,73,98,98,86,58,96,25,36,35,52,35,85,98,89,93,97,84,97,76,62,30,75,49,51,78,85,65,46,33,58,70,99,2726,hof,hof,hof,hof,hof,,hof,,gold,,gold,,,,,,gold,silver,silver,bronze,gold,gold,gold,gold,gold,,bronze,,,bronze,,,,bronze,,,,,gold,
397,Stephon Castle,United States,,San Antonio Spurs,5,SG,PG,Defensive Menace,"6'6""",198,205,92,"6'11""",211,,1,"November 1, 2004","Covington, Georgia",UConn,82,78,78,60,74,72,95,90,81,82,93,59,72,90,90,80,61,84,40,88,39,38,39,75,85,79,79,83,80,80,71,68,64,83,49,45,77,75,80,49,47,50,95,93,2674,,,,,,,bronze,,gold,,silver,,,,,,,bronze,bronze,,,silver,silver,bronze,silver,bronze,,,,,silver,bronze,,silver,,,,,,
398,Steven Adams,New Zealand,,Houston Rockets,12,C,,Defensive Anchor,"6'11""",211,265,119,"7'5""",226,,12,"July 20, 1993","Rotorua, New Zealand",Pittsburgh,77,53,92,65,26,42,40,50,76,48,63,96,68,88,90,82,70,69,70,70,79,62,78,49,79,49,69,35,33,68,42,67,80,55,42,72,80,70,70,89,97,80,40,83,2422,,,,,,,,bronze,,silver,,,silver,,,bronze,,,,,,,,,,,,,,,,,bronze,,bronze,gold,gold,gold,,
399,Svi Mykhailiuk,Ukraine,,Utah Jazz,19,SG,SF,Catch & Shoot Threat,"6'7""",201,205,92,"6'5""",196,,7,"June 10, 1997","Cherkasy, Ukraine",Kansas,72,73,83,79,76,79,70,50,73,82,82,54,69,81,65,79,53,70,40,55,42,47,38,39,94,66,69,64,75,64,58,45,37,55,41,45,50,54,30,45,41,48,70,76,2251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Taran Armstrong,Australia,,Golden State Warriors,1,SG,PG,Steady Playmaker,"6'5""",196,190,86,"6'10""",208,,1,"January 15, 2002","Tasmania, Australia",California Baptist,67,62,71,70,73,80,50,30,72,78,76,46,70,80,75,80,59,70,35,65,59,61,59,45,80,76,75,78,78,78,72,52,48,59,68,55,50,47,40,40,36,43,60,71,2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Tari Eason,United States,,Houston Rockets,17,PF,SF,2-Way Inside-Out Threat,"6'8""",203,215,97,"7'2""",218,,3,"May 10, 2001","Portsmouth, Virginia",LSU,81,76,83,68,77,77,80,70,81,80,85,70,80,85,85,80,63,82,35,85,54,52,51,61,80,55,50,70,72,47,35,82,78,85,94,71,84,85,80,69,68,69,80,86,2674,,,,bronze,,bronze,,,,,silver,,,,bronze,,,,,,,,silver,,,gold,silver,silver,silver,silver,gold,gold,,silver,bronze,,silver,,bronze,silver
402,Taurean Prince,United States,,Milwaukee Bucks,12,SF,PF,Catch & Shoot Ace,"6'6""",198,218,98,"7'0""",213,,9,"March 22, 1994","San Marcos, Texas",Baylor,76,74,73,80,86,83,60,60,79,80,78,60,84,84,85,81,64,76,75,70,52,45,51,55,85,60,68,70,69,55,38,63,64,74,53,40,68,81,60,45,34,55,95,76,2503,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,
403,Taylor Hendricks,United States,,Utah Jazz,0,PF,SF,3-Level Scoring Threat,"6'9""",206,215,97,"7'1""",216,,2,"November 22, 2003","Fort Lauderdale, Florida",UCF,76,79,88,75,81,80,75,75,78,72,75,62,78,92,85,80,64,82,60,75,54,54,54,47,85,57,55,69,69,62,30,63,68,68,46,71,67,62,60,62,62,62,60,81,2521,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Terance Mann,United States,,Brooklyn Nets,14,SG,SF,Shot-Creating 3-Level Threat,"6'5""",196,215,97,"6'8""",203,,6,"October 18, 1996","Brooklyn, New York",Florida State,77,74,94,74,82,66,70,60,75,71,73,50,79,85,90,80,62,83,45,75,47,50,50,72,75,71,79,79,70,83,43,56,54,66,49,51,62,59,50,51,50,52,70,77,2465,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,silver,
405,Terence Davis,United States,,Sacramento Kings,9,SF,SG,Perimeter Shot Creator,"6'4""",193,201,90,"6'9""",206,,6,"May 16, 1997","Southaven, Mississippi",Mississippi,71,69,78,76,80,79,40,60,76,73,80,44,76,90,89,80,56,79,40,75,32,49,38,40,95,69,77,79,68,79,42,60,54,64,73,51,60,74,45,52,38,66,40,78,2381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Terrence Shannon Jr.,United States,,Minnesota Timberwolves,00,SG,SF,Shot-Creating 3-Level Threat,"6'6""",198,215,97,"6'8""",203,,1,"July 30, 2000","Chicago, Illinois",Illinois,75,76,80,76,75,81,70,75,80,89,87,58,83,90,75,80,62,80,40,85,47,52,48,59,85,73,68,79,86,68,63,55,49,72,38,57,62,57,50,49,43,55,60,81,2503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Terry Rozier III,United States,,Miami Heat,2,PG,SG,Inside the Arc Shot Creator,"6'1""",185,190,86,"6'8""",203,,10,"March 17, 1994","Youngstown, Ohio",Louisville,75,71,85,80,72,86,50,50,83,82,82,62,84,98,92,82,66,84,40,75,45,53,48,85,98,77,75,88,82,78,61,56,55,75,37,51,59,65,50,49,40,57,40,82,2528,silver,,silver,bronze,silver,,,,silver,,,,,,,,,bronze,,,,bronze,,,gold,,,,,,,,,,,,,,bronze,
408,Thomas Bryant,United States,,Indiana Pacers,3,C,,Inside the Arc Threat,"6'10""",208,255,115,"7'6""",229,,8,"July 31, 1997","Rochester, New York",Indiana,76,68,97,85,74,83,25,45,74,62,57,80,52,88,95,82,72,70,75,65,76,76,76,58,78,44,40,53,53,42,34,56,63,40,42,76,79,50,45,73,70,75,90,76,2427,,,,,,,,bronze,,bronze,bronze,,silver,,,silver,,,,,,,,,,,,,,,,,,,,gold,bronze,silver,,
409,Tidjane Salaun,France,,Charlotte Hornets,31,PF,SF,Interior Threat,"6'10""",208,203,91,"7'2""",218,,1,"August 10, 2005","Paris, France","Cholet Basket (LNB Pro A, France)",73,65,45,65,73,72,80,55,79,71,82,60,80,88,90,80,63,75,65,80,52,51,51,47,80,52,47,66,66,45,36,58,69,74,41,51,65,59,50,64,57,70,70,81,2389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Tim Hardaway Jr.,United States,,Denver Nuggets,8,SG,SF,Inside-Out Shot Creator,"6'5""",196,205,92,"6'7""",201,,12,"March 16, 1992","Alameda, California",Michigan,80,84,91,72,85,83,85,90,75,68,75,55,78,85,83,83,58,86,35,78,36,53,38,70,71,68,75,78,68,84,34,49,45,70,36,32,63,58,40,38,30,46,95,80,2434,bronze,,,silver,bronze,,,,,,,,,,,,,bronze,,,,,bronze,,,,,,,,,,,,,,,,silver,
411,T.J. McConnell,United States,,Indiana Pacers,9,PG,,2-Way Perimeter Playmaker,"6'1""",185,190,86,"6'2""",188,,10,"March 25, 1992","Pittsburgh, Pennsylvania",Arizona,80,83,96,95,75,74,80,75,75,76,82,44,65,85,92,83,48,76,25,25,44,58,38,40,79,82,88,79,73,86,84,73,49,82,89,52,70,87,80,49,42,55,80,80,2583,,,,,bronze,,,,,,,,,,,,,bronze,,bronze,,,,bronze,silver,,silver,,,bronze,,,,bronze,,,,,,silver
412,Tobias Harris,United States,,Detroit Pistons,12,PF,SF,Slashing Stretch Four,"6'8""",203,226,102,"6'11""",211,,14,"July 15, 1992","Islip, New York",Tennessee,81,78,95,72,76,87,60,75,78,75,67,73,79,97,73,82,76,82,65,75,70,70,86,68,95,66,77,79,56,78,39,59,59,58,43,62,66,64,60,55,41,69,85,83,2641,bronze,,,silver,silver,,,,,,,bronze,bronze,silver,,,,bronze,,,,,,,,,,,,,,,,,,,,,silver,
413,Tolu Smith,United States,,Detroit Pistons,35,PF,C,Rebounder,"6'11""",211,245,110,"7'3""",221,,1,"July 26, 2000","Bay St. Louis, Mississippi",Mississippi State,67,52,70,49,37,60,50,45,67,52,44,80,65,80,65,80,66,63,70,70,70,68,70,40,80,41,45,34,48,42,36,51,60,34,40,62,65,55,40,70,70,70,50,72,2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Tony Bradley,United States,,Indiana Pacers,13,C,,Board-Hunting Lob Threat,"6'10""",208,248,112,"7'5""",226,,8,"January 8, 1998","Bartow, Florida",North Carolina,72,58,88,66,26,67,50,50,70,51,54,82,51,80,90,80,72,74,75,60,72,62,79,65,85,42,44,44,33,58,32,59,72,35,36,85,70,58,55,86,86,85,25,75,2300,,,,,,bronze,,,,bronze,,,bronze,,,,,,,,,,,,,,,,,,,,,,,bronze,bronze,bronze,,bronze
415,Tosan Evbuomwan,United Kingdom,,Brooklyn Nets,12,PF,SF,Secondary Ball-Handler,"6'7""",201,217,98,"6'11""",211,,2,"February 16, 2001","Newcastle, England",Princeton,72,74,85,72,72,76,75,65,74,64,60,58,68,88,95,85,56,76,40,65,52,52,58,35,69,62,69,75,60,69,37,51,57,57,40,53,47,55,50,58,52,64,80,73,2348,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Toumani Camara,Belgium,,Portland Trail Blazers,33,PF,SF,3 & D Wing,"6'7""",201,220,99,"7'1""",216,,2,"May 8, 2000","Brussels, Belgium",Dayton,82,76,82,67,82,75,75,75,76,63,85,65,73,80,85,80,68,82,60,75,59,59,59,62,85,59,68,65,58,67,38,81,84,90,76,57,88,85,85,58,61,55,70,84,2659,,,,bronze,,,,,,,bronze,,,,,,,,,,,,,,,silver,,silver,gold,,gold,silver,,,silver,,silver,,bronze,gold
417,Trae Young,United States,,Atlanta Hawks,11,PG,,Offense-Heavy Point,"6'1""",185,164,74,"6'3""",191,,7,"September 19, 1998","Lubbock, Texas",Oklahoma,90,89,90,84,85,87,90,98,79,84,84,50,78,95,75,86,56,94,25,30,28,60,34,96,80,93,92,96,84,97,95,46,31,55,43,35,58,70,30,39,32,46,85,91,2573,gold,gold,silver,silver,gold,,gold,,gold,,silver,,,,,,gold,gold,silver,hof,gold,gold,,bronze,hof,,,,,,,,,,,,,,,
418,Trayce Jackson-Davis,United States,,Golden State Warriors,32,C,PF,Board-Hunting Lob Threat,"6'9""",206,245,110,"7'0""",213,,2,"February 22, 2000","Greenwood, Indiana",Indiana,76,61,88,70,44,59,70,35,80,79,79,63,88,85,85,80,69,78,85,85,60,60,60,48,75,65,62,66,69,64,62,57,63,58,40,74,57,55,50,81,81,80,60,80,2497,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,bronze,gold,,,gold
419,Tre Johnson,United States,,Washington Wizards,12,SG,,,"6'6""",198,190,86,,,,0,"March 7, 2006","Dallas, Texas",Texas,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Tre Jones,United States,,Chicago Bulls,30,PG,,Playmaking Inside-Out Threat,"6'1""",185,185,83,"6'4""",193,,5,"January 8, 2000","Apple Valley, Minnesota",Duke,79,80,96,65,81,81,75,80,76,80,80,60,71,85,75,81,50,86,25,35,32,34,30,74,80,83,85,84,80,85,82,61,34,75,59,47,70,76,65,45,43,47,60,80,2478,,,,,bronze,,gold,,,,,,,,,,,,silver,silver,,bronze,,,gold,,,,,,,,,,,,,,,
421,Tre Mann,United States,,Charlotte Hornets,23,SG,PG,3-Level Scoring Threat,"6'3""",191,178,80,"6'4""",193,,4,"February 3, 2001","Gainesville, Florida",Florida,79,89,93,93,84,91,80,90,73,74,74,53,68,88,75,80,59,87,25,60,35,55,60,68,85,77,80,83,73,78,70,52,49,66,38,52,60,59,40,47,45,48,55,79,2493,bronze,,silver,bronze,silver,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Trendon Watford,United States,,Philadelphia 76ers,9,PF,C,Interior Threat,"6'8""",203,237,107,"7'2""",218,,4,"November 9, 2000","Birmingham, Alabama",LSU,76,75,84,68,74,81,70,75,76,63,63,79,80,85,80,80,71,75,75,80,69,69,69,60,70,60,59,50,57,62,70,51,66,52,46,53,52,50,40,56,46,65,85,76,2478,,,,,,bronze,,,,silver,silver,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,silver,,
423,Trentyn Flowers,United States,,Los Angeles Clippers,9,SF,PF,Inside-Out Scoring Threat,"6'9""",206,180,81,"7'1""",216,,1,"March 8, 2005","Baltimore, Maryland","Adelaide 36ers (NBL, Australia)",68,60,62,71,75,64,50,35,75,83,75,42,92,85,70,80,61,62,70,85,47,52,49,42,80,61,57,69,75,60,44,51,52,62,57,37,54,52,45,51,48,54,40,77,2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Trey Alexander,United States,,New Orleans Pelicans,23,SG,PG,Mid-Range Shot Creator,"6'4""",193,190,86,"6'10""",208,,1,"May 2, 2003","Oklahoma City, Oklahoma",Creighton,68,69,73,81,70,82,60,50,70,78,75,34,67,80,75,80,45,73,25,30,28,42,31,55,74,68,70,73,74,70,54,41,30,59,41,30,52,47,30,40,34,46,70,75,2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Trey Murphy III,United States,,New Orleans Pelicans,25,SF,PF,2-Way 3-Level Scoring Threat,"6'8""",203,206,93,"7'0""",213,,4,"June 18, 2000","Durham, North Carolina",Virginia,82,85,82,79,84,89,80,95,80,84,84,60,82,85,85,80,62,74,65,88,42,44,43,50,90,62,59,50,74,64,64,62,69,69,46,58,69,59,65,48,36,59,80,84,2570,silver,gold,,gold,,gold,,,,,silver,,,,gold,,,silver,silver,,,,silver,,,,,,,,silver,,,,,,,,gold,gold
426,Tristan da Silva,Germany,Brazil,Orlando Magic,23,PF,C,Catch & Shoot Threat,"6'9""",206,229,103,"7'1""",216,,1,"May 15, 2001","Munich, Germany",Colorado,75,75,89,45,76,86,85,70,77,85,67,62,67,90,85,80,64,79,60,65,57,59,59,45,90,60,64,69,59,68,40,54,64,64,37,51,58,57,50,53,49,57,70,80,2438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Tristan Vukcevic,Serbia,,Washington Wizards,00,C,PF,Stretch Five,"6'10""",208,220,99,"7'3""",221,,2,"March 11, 2003","Siena, Italy",Serbia,75,80,81,86,78,79,75,80,71,57,55,72,65,89,80,80,67,73,70,65,66,67,69,48,78,50,45,51,50,55,49,52,59,44,40,81,57,37,45,66,50,81,70,78,2405,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,bronze,bronze,,,bronze
428,Tristen Newton,United States,,Minnesota Timberwolves,13,PG,SG,Steady Playmaker,"6'5""",196,190,86,"6'9""",206,,,"April 26, 2001","Pensacola, Florida",UConn,68,65,70,69,73,81,55,40,75,76,81,49,68,88,85,80,50,71,30,50,40,42,40,50,80,75,75,79,76,74,69,53,49,64,58,42,60,50,45,55,52,58,55,77,2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Ty Jerome,United States,,Memphis Grizzlies,2,PG,SG,3-Level Scoring Playmaker,"6'5""",196,195,88,"6'4""",193,,6,"July 8, 1997","New York, New York",Virginia,81,94,98,95,86,89,95,98,73,69,73,56,62,85,85,80,54,84,40,45,38,37,40,65,80,79,84,86,68,84,71,57,40,66,86,27,65,68,50,47,45,48,70,84,2542,,,,silver,bronze,,silver,,silver,,silver,,,,,,,bronze,,,,,silver,silver,bronze,,,,,,,,,,,,,,,
430,Tyler Herro,United States,,Miami Heat,14,SG,PG,3-Level Scorer,"6'5""",196,205,92,"6'3""",191,,6,"January 20, 2000","Milwaukee, Wisconsin",Kentucky,86,91,97,92,84,86,90,98,75,79,78,59,72,85,75,80,63,92,30,60,37,55,48,84,95,79,79,83,74,84,73,53,46,69,41,40,65,60,50,47,32,62,90,89,2613,gold,bronze,bronze,gold,silver,,silver,,silver,,bronze,,,,,,bronze,,,,bronze,silver,bronze,,bronze,,,,,,,,,,,,,,gold,
431,Tyler Kolek,United States,,New York Knicks,13,PG,SG,Perimeter Threat,"6'3""",191,190,86,"6'7""",201,,1,"March 27, 2001","Cumberland, Rhode Island",Marquette,74,76,79,79,78,83,70,65,78,74,84,54,74,90,90,80,52,79,25,45,37,57,42,45,85,79,80,86,74,80,74,55,32,73,63,52,58,57,50,40,37,42,75,79,2427,,,,,,,,,,,,,,,,,,,bronze,,,,bronze,bronze,bronze,,,,,,,,,,,,,,,
432,Tyler Smith,United States,,Milwaukee Bucks,21,PF,SF,3-Level Scoring Threat,"6'11""",211,224,101,"6'10""",208,,1,"November 2, 2004","New Orleans, Louisiana",NBA G League Ignite,69,68,72,75,80,73,60,50,75,72,69,58,84,85,75,80,66,64,80,80,64,64,64,44,70,51,39,57,67,58,32,48,53,52,35,59,52,47,35,54,47,60,50,80,2286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Tyrese Haliburton,United States,,Indiana Pacers,0,PG,SG,3-Level Scoring Playmaker,"6'5""",196,185,83,"6'8""",203,,5,"February 29, 2000","Oshkosh, Wisconsin",Iowa State,93,88,98,91,82,86,80,90,80,83,83,59,70,95,90,80,64,87,40,65,42,49,40,92,95,91,95,90,83,95,90,69,60,77,63,56,78,75,75,42,35,49,70,90,2778,bronze,,,bronze,gold,,gold,,gold,,silver,,,,,,silver,hof,gold,gold,silver,gold,gold,gold,gold,,,,,,,,,,,,,,,
434,Tyrese Martin,United States,,Brooklyn Nets,13,SF,SG,Catch & Shoot Threat,"6'6""",198,215,97,"6'10""",208,,3,"March 7, 1999","Allentown, Pennsylvania",UConn,76,79,70,80,80,76,85,80,72,70,72,59,70,85,65,80,57,63,40,60,56,60,59,45,69,68,75,70,63,75,57,51,54,66,41,40,60,40,55,56,49,62,95,77,2403,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,
435,Tyrese Maxey,United States,,Philadelphia 76ers,0,PG,SG,2-Way Inside-Out ISO Creator,"6'2""",188,200,90,"6'7""",201,,5,"November 4, 2001","Dallas, Texas",Kentucky,86,86,85,84,82,88,80,95,82,90,90,44,80,98,95,77,65,94,25,70,45,60,47,84,98,83,80,89,90,82,74,65,52,79,70,51,69,68,65,39,29,49,70,89,2717,gold,bronze,gold,gold,silver,,gold,,gold,,bronze,,,,,,silver,,,,silver,silver,bronze,,silver,,,,,,,,,bronze,,,,,silver,silver
